Function	CPU Time	CPU Time:Effective Time	CPU Time:Effective Time:Idle	CPU Time:Effective Time:Poor	CPU Time:Effective Time:Ok	CPU Time:Effective Time:Ideal	CPU Time:Effective Time:Over	CPU Time:Spin Time	CPU Time:Overhead Time	Instructions Retired	Microarchitecture Usage(%)	Microarchitecture Usage:Microarchitecture Usage(%)	Microarchitecture Usage:CPI Rate	Module	Function (Full)	Source File	Start Address
rcu_momentary_dyntick_idle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	rcu_momentary_dyntick_idle	[Unknown]	0xffffffff81133f30
rcu_sysidle_exit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	1.000000	vmlinux	rcu_sysidle_exit	[Unknown]	0xffffffff811387e0
sched_avg_update	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000			0.0	vmlinux	sched_avg_update	[Unknown]	0xffffffff810f81a0
select_idle_sibling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	select_idle_sibling	[Unknown]	0xffffffff81100e00
smp_apic_timer_interrupt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000			0.0	vmlinux	smp_apic_timer_interrupt	[Unknown]	0xffffffff819c47f0
timerqueue_add	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22000000	0.0	0.0	0.0	vmlinux	timerqueue_add	[Unknown]	0xffffffff8153bd10
unmap_page_range	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	unmap_page_range	[Unknown]	0xffffffff8120cb70
update_blocked_averages	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44000000	0.0	0.0	0.0	vmlinux	update_blocked_averages	[Unknown]	0xffffffff81104310
update_fast_timekeeper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	update_fast_timekeeper	[Unknown]	0xffffffff81143ca0
update_process_times	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	update_process_times	[Unknown]	0xffffffff8113d9c0
update_sd_lb_stats	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22000000	0.0	0.0	0.0	vmlinux	update_sd_lb_stats	[Unknown]	0xffffffff8110a5d0
