Function	CPU Time	CPU Time:Effective Time	CPU Time:Effective Time:Idle	CPU Time:Effective Time:Poor	CPU Time:Effective Time:Ok	CPU Time:Effective Time:Ideal	CPU Time:Effective Time:Over	CPU Time:Spin Time	CPU Time:Overhead Time	Instructions Retired	Microarchitecture Usage(%)	Microarchitecture Usage:Microarchitecture Usage(%)	Microarchitecture Usage:CPI Rate	Module	Function (Full)	Source File	Start Address
__percpu_counter_add	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22000000	0.0	0.0	0.0	vmlinux	__percpu_counter_add	[Unknown]	0xffffffff8155d320
__rb_insert_augmented	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	__rb_insert_augmented	[Unknown]	0xffffffff81539690
__vm_enough_memory	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	__vm_enough_memory	[Unknown]	0xffffffff811f9a90
anon_vma_prepare	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44000000	100.0	100.0	0.250000	vmlinux	anon_vma_prepare	[Unknown]	0xffffffff8121cbe0
cap_capable	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	cap_capable	[Unknown]	0xffffffff81497590
cpu_load_update	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	cpu_load_update	[Unknown]	0xffffffff81101ca0
dec_zone_page_state	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	dec_zone_page_state	[Unknown]	0xffffffff811f9eb0
find_vma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33000000	0.0	0.0	0.666667	vmlinux	find_vma	[Unknown]	0xffffffff81213ff0
free_hot_cold_page_list	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	100.0	100.0		vmlinux	free_hot_cold_page_list	[Unknown]	0xffffffff811dee00
func@0x3c00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22000000	0.0	0.0	0.0	libcrfslib.so	func@0x3c00	[Unknown]	0x3c00
futex_wake	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22000000	0.0	0.0	1.500000	libpthread-2.23.so	futex_wake	futex-internal.h	0xc2f6
get_vma_policy.part.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	1.000000	vmlinux	get_vma_policy.part.34	[Unknown]	0xffffffff812320d0
irq_exit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	1.000000	vmlinux	irq_exit	[Unknown]	0xffffffff810d5210
native_iret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	100.0	100.0	1.000000	vmlinux	native_iret	[Unknown]	0xffffffff819c27d0
probe_sched_switch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55000000	0.0	0.0	0.600000	vmlinux	probe_sched_switch	[Unknown]	0xffffffff811a3340
rcu_note_context_switch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22000000	60.6	60.6	1.500000	vmlinux	rcu_note_context_switch	[Unknown]	0xffffffff81135f00
restore_c_regs_and_iret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33000000	0.0	0.0	0.0	vmlinux	restore_c_regs_and_iret	[Unknown]	0xffffffff819c2794
scheduler_tick	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	scheduler_tick	[Unknown]	0xffffffff810fa950
security_vm_enough_memory_mm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000			0.0	vmlinux	security_vm_enough_memory_mm	[Unknown]	0xffffffff81499d40
timekeeping_update	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11000000	0.0	0.0	0.0	vmlinux	timekeeping_update	[Unknown]	0xffffffff81143d30
vm_normal_page	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55000000	100.0	100.0	0.400000	vmlinux	vm_normal_page	[Unknown]	0xffffffff8120c230
vma_merge	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22000000			0.0	vmlinux	vma_merge	[Unknown]	0xffffffff81215270
wakeup_preempt_entity.isra.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33000000	100.0	100.0	1.000000	vmlinux	wakeup_preempt_entity.isra.55	[Unknown]	0xffffffff81101b20
